Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
0007b5940d4b4fa846dd3fc3a7539c11f3e34f0b,d3966c10c10e63be58eee01d3a6637d69f227f686ab885769480868200740ed38f6657d84b15f967e2b410b98a088e7bc13c8cf4c4cdb2d56b07b73566c901e4,01/03/2024 01:00:00 PM,01/03/2024 01:30:00 PM,1229,1.69,,,8,8,11.75,4.00,0.00,0.00,16.25,Credit Card,Medallion Leasin,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
0007ec4a4012a5437a9d92033d7e089687d97b90,52ca9a97ddafa021d0588c76040babc4e8ddeb917c9dc4a15b72e7348617e0dd086b830349f04a33a5d29e5eee3dfb7ec11abc598e1748a2b70b497662558f96,01/02/2024 01:30:00 PM,01/02/2024 01:30:00 PM,411,1.52,17031320400,17031081300,32,8,7.25,0.00,0.00,1.00,8.25,Cash,Flash Cab,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935)
0008253c00e059ff3bfac5763c556ebe83e618a5,019ae1913a19db4e7f5d4fd12f8337d3ad6919b9260b5102bfb47dd9efe40f0faec6dbeabdbb8edf48451762373c8394219a110ef89ac4706ac662d2beca94fc,01/21/2024 06:00:00 PM,01/21/2024 06:45:00 PM,2812,21.19,17031980000,17031330100,76,33,52.00,14.38,0.00,5.00,71.88,Credit Card,Chicago Independents,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715)
000834a58bdf4fd055643a24e6f78354c6c97825,9b7291d09194ffcd0bc0d27589b7e8a44ff1904f592c5cc10c6346ef734b98b4969e293efc221bea11211167963992b3ebc01f779d164c67c13af5f2239028a2,01/07/2024 01:30:00 PM,01/07/2024 01:30:00 PM,136,0.48,17031081100,17031081500,8,8,4.25,3.00,0.00,0.00,7.75,Credit Card,Chicago Independents,41.900221297,-87.629105186,POINT (-87.6291051864 41.9002212967),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
00085d738902ded5122ae2d1055c14b0405cc573,137d4f780c3823fdc5f26cec160a8c9f8eb952f769c5bc70d0bc747b3eda1d77f6c5df60f9caccccfecc6ded275a85c2cb5afcf4994f42473c445e8ef4a71e35,01/09/2024 09:45:00 PM,01/09/2024 10:00:00 PM,1380,17.07,17031980000,17031833000,76,28,41.75,9.25,0.00,4.00,55.50,Credit Card,Flash Cab,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201)
00089f9daf3096109190f05e891a7207345910fa,707bf241e39c6a1e051cc7f153487e9f2d65801042cb031cdcd693bdf0eb3d22a9e2089eef897457ea8db41a281076181af5ad2592b3257cc94edd1eb19d8c0d,01/10/2024 01:00:00 PM,01/10/2024 01:30:00 PM,1260,0,,,38,48,30.50,0.00,0.00,0.00,30.50,Unknown,Taxi Affiliation Services,41.812948939,-87.617859676,POINT (-87.6178596758 41.8129489392),41.729676423,-87.572717134,POINT (-87.5727171342 41.7296764229)
0008b579110491e8b783f334b626f1ec2c16d339,535cbdf78f906572bd87f6818151296de41f60925a4e4132a958fce4975d70694f0d248eaa3d8093b77925233e2f189e49e5f7da5a3062479755b3a2c37da1ab,01/22/2024 10:45:00 AM,01/22/2024 10:45:00 AM,680,2.73,17031839100,17031841900,32,28,,,,,,Cash,Taxicab Insurance Agency Llc,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.867902418,-87.642958665,POINT (-87.6429586652 41.8679024175)
0008c0b7e227f25c701e118fd7851255ba9cdb87,6adb02556453c79096b14273579cbc9db7df43dd51e443d7c851eb1b44409f91014edba53645d741741efdf5c56f8f615fdabaca50d0d5b64300c87cc80ce144,01/01/2024 06:15:00 PM,01/01/2024 06:45:00 PM,1564,16.96,,,56,6,42.25,9.75,0.00,6.00,58.50,Mobile,Sun Taxi,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
0008e759e41ce5f2f5f3cf988fa5878baa60db13,99a996d079da15de20cb43da904ab1dfa54610da249cf2d04551ee0da726da7440a0733350f922be3b5ac6b14c2e3200aa5d2568c4862047e7d0a0a35ec97e69,01/24/2024 07:15:00 PM,01/24/2024 07:30:00 PM,924,13.59,,,,33,34.25,0.00,0.00,0.00,34.25,Prcard,Flash Cab,,,,41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585)
0008fea677c9e98fb0c48dc9f1ea19cc0c9e10af,314f48fcaf3556a8f1c5a32b497057bb479a7afded63d262a5bd50d85a12ee308958f096b3a375648d64eee4bf19d6be55358257fd31009f88c04da6cac3d0c8,01/02/2024 10:45:00 PM,01/02/2024 11:00:00 PM,1225,13.79,,,76,5,35.00,7.90,0.00,4.00,47.40,Mobile,5 Star Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865)
000919855a9b107c4c20721bfbfc96fd018b7392,d670c3ef208ea463741708bc0ba858b96c2d2c3389fe60db1e4b7af022e55304330a9f5e6a37e1b693fa103b7457ba4bdd5b15eb69d5c0e1d4a58b1cc54d0375,01/19/2024 02:00:00 PM,01/19/2024 02:15:00 PM,523,1.35,17031320100,17031281900,32,28,7.25,1.00,0.00,0.00,8.75,Credit Card,Globe Taxi,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844)
00094205d3908d75684bcc6ec8868ff3f5ebbc43,6fe3a00b45ce19e32d13df6abf236857b542db5a6bfed7ae16a090dc02f8d93f269f9b2b0b39e919cfad668d506db73a37f0787b1334b335016ccbd44531f626,01/03/2024 07:00:00 PM,01/03/2024 07:15:00 PM,1222,14.07,,,76,22,35.25,0.00,0.00,5.50,40.75,Cash,Flash Cab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
00096a1c49ab94f104c257a143b08f29606d4a42,cb79e038fd71a22b59d4913c2b84ccd9c9d8431ab33ba358cb9a26f3bbaefd19e20d40c395037b9d947fab42c9dc9fed9a85449ea85b14a0d790cd215ae523ac,01/10/2024 12:00:00 PM,01/10/2024 12:30:00 PM,1555,17.57,17031980000,17031081500,76,8,43.50,0.00,0.00,4.00,47.50,Cash,Globe Taxi,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
00098399d6e7d46d6b46802a15c15136bc6f5a12,ea639e34dc14575bbceb73abebf3cc11c00f8c3a764d4517c03d834c9d387c16ee3454fe9128492ebe6b7b86a0249c65a0dcde706fc8049d71d021b9da7aec72,01/16/2024 12:45:00 PM,01/16/2024 01:00:00 PM,480,1.3,17031081403,17031320100,8,32,7.25,0.00,0.00,0.00,7.25,Cash,Taxi Affiliation Services,41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
0009a42746661c3f944d36820b9bd9d1d672fb9e,03835c48b882746071f26939e611985d88e74e22d5fa6f4e749a10940db6bbbe9daf9cbc8f40b0d49db3abe55aff57e3480d05ec9210da44e63d666cb20f6850,01/28/2024 05:00:00 PM,01/28/2024 05:30:00 PM,1772,16.77,,,76,24,41.25,9.15,0.00,4.00,54.90,Credit Card,Taxicab Insurance Agency Llc,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
0009b33155dc53d33da506a2fbb78bf50baade13,b85df3fd8cdc552a74a3d9314a93209b38870f707943707001a261fb394ef2965b54b9bccbd85311c10c62f76ef18ca2fb5837170e019bb4297415a0dbf6cb52,01/24/2024 07:30:00 AM,01/24/2024 07:45:00 AM,386,0.94,17031281900,17031839100,28,32,6.25,0.00,0.00,0.00,6.25,Cash,Blue Ribbon Taxi Association,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
0009cbf7a5671845696351bfb0405aeabf6caf11,3213ff0b6cae1f371c2e30a76504208fc74440a8a6574ba09c290e8f9a13ac7d206fa20157a63997f2f72955734db5bb6bba462a104f806afffb97a1c85219aa,01/11/2024 02:15:00 PM,01/11/2024 02:45:00 PM,1680,16.8,17031839100,17031980000,32,76,41.25,6.00,0.00,0.00,47.25,Credit Card,"Taxicab Insurance Agency, LLC",41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201)
0009e57fca76f699f27f2d3cc7f6053d98055249,1d68f4a1c3b620f920838643bf3801e757b6791f86700abce6ca5936659e046f715635d4bda0aadcedb6df46949cf9d74003f214779efdd04138bd36adf5d9c9,01/04/2024 02:30:00 PM,01/04/2024 03:00:00 PM,1895,19.62,,,76,,49.50,8.00,0.00,4.00,62.00,Credit Card,Sun Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
000a28157cefaca013c82035dbfadc55b1018baa,8c508a77909d4e965c01698b799c7b25ab31d609051979246bd4b957ede678c8a5aa5c6c82ba4a072c0367cf00bd53633a90ea4abfde86bfc1d2129b812a53c7,01/20/2024 09:15:00 PM,01/20/2024 09:30:00 PM,180,0.7,,,28,28,5.00,0.00,0.00,1.00,6.00,Cash,Chicago Independents,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
000a4bae1bff96b3e4882f7d0bbbc2e49bec830f,377ed083b1973d9fad298af97ee5eedde344b4d37c545b295cad4a7aae4e6f1fb28225b046c7173cabc8d4e7f85fe5c2312192c8eec9a02aac71eb5aa045d69d,01/22/2024 02:15:00 PM,01/22/2024 03:00:00 PM,2020,14.59,,,76,6,38.25,6.41,0.00,4.00,49.16,Credit Card,Flash Cab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
000a5ed15c6d40a2cdd48889485d4983077048d3,971fa4446fe8b29da09564476ab378d9c582ebc3c4334c022963ac93c5eebabe88a3fc903bba1b48a21d1d1cb597f785ad481fcad514d18c231a1641d01db177,01/05/2024 12:30:00 PM,01/05/2024 01:00:00 PM,1443,8.88,,,1,7,24.75,0.00,0.00,0.00,24.75,Prcard,Taxicab Insurance Agency Llc,42.009622881,-87.670166857,POINT (-87.6701668569 42.0096228806),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
000aace53bd4a967cbf3caa1fc55325b1c62abbb,bc90bf0ded959dcacaeebf70d50c9665e6af8d354e4d014929441d265b6af1c318397333025c9b54688041afd28ff195cb34c78069dd1e7eaeb0c10bbce5c8b2,01/28/2024 03:00:00 PM,01/28/2024 03:15:00 PM,1047,11.77,,,,37,55.14,0.00,0.00,0.00,55.14,Cash,Flash Cab,,,,41.80908443,-87.632424524,POINT (-87.6324245245 41.8090844303)
000ab0d6e13495b4dc2522a8c02380e2586f26c7,8c513c0061e8e616e7d6f25d5fd1bbd0d5bfd90fabe8b6979e8d2e4f00365d9f3c4240e2cad918dccadad5cba2eb75877c3e0ca9838ab67044703b4228bb2c99,01/12/2024 09:30:00 AM,01/12/2024 10:30:00 AM,3796,6.72,,,8,6,33.25,0.07,0.00,0.00,33.32,Prcard,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
000ab6aefb51fd42d2efe622306b10056d34ea30,177e33355372f5cdbb5a2c5d0295c7576b865c622ef1ce4882c0f6a6e4ae72d24ca32e159aa0498ba2af3aed858e7c2e0b0b123d1728a573fe4132d5c02f0177,01/07/2024 05:30:00 PM,01/07/2024 05:30:00 PM,600,2.7,,,76,,10.75,1.00,0.00,4.00,15.75,Credit Card,Chicago Independents,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
000b2aba3e2f2396f63670b1bc57de97bb217236,6a9187113205a56ed28e5453fb01ce5d29381b136cdcaa2f86dca439cdaeee04cfbeb964cc99e2405a21a8601842b3acb86a74abb0dba64687d8c098e27d9c9a,01/09/2024 03:45:00 PM,01/09/2024 04:00:00 PM,780,4.7,,,32,7,14.25,2.95,0.00,0.00,17.20,Credit Card,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
000b625ce839dbd8652715cfd9bd8cdb91d8a10f,00fbd9a7e5fce4db91d74af6c82fc74f07d246b40435a71356a60c170ef136ab5f853dce0cd6a6443dc01eb817d4048e22537c521d508533b79574bad77e9c81,01/19/2024 03:30:00 PM,01/19/2024 03:30:00 PM,148,0.74,,,,,68.45,0.00,0.00,0.00,68.45,Cash,Flash Cab,,,,,,
000ba31195508d1f7f9bbad9656e4eb9f7d260c4,10e8a565ac8829bd9caa44f57e9831fd8b4ff374e4d6667337dc4114eb4a0356ec563e55a82e248e315ebf8e938ed4c8418dda95d5a5b409e7ce9b6139215b24,01/30/2024 03:15:00 PM,01/30/2024 03:15:00 PM,311,0.44,17031081201,17031081500,8,8,5.00,0.00,0.00,0.00,5.00,Cash,Flash Cab,41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
000ba375c106058b57962c04acc1d10fc7540ba0,6ea6dc3a8a16927a98a5bcadadff40c9ce6c1e78b88da9bd935c650eeb93b8f3ebb0edea13c67ac9b4560ec33de7e5711e923893da766f13bb2c18f03c553838,01/19/2024 12:15:00 PM,01/19/2024 12:30:00 PM,540,1.8,17031281900,17031081300,28,8,8.25,0.00,0.00,0.00,8.25,Cash,Taxi Affiliation Services,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935)
000bb1c2d9127633bf14488352038cbd298e14f4,e6a9b95839d258d36f7d4040e681ddbc5e1ccfa604c36112bb8a44bd84d8518c20b6d3b01d760ba3edbc95bf4a608f1f7f9ed02eae91c905740720718a47e046,01/12/2024 10:00:00 AM,01/12/2024 10:30:00 AM,2040,9.9,,,2,32,28.50,0.00,0.00,1.00,29.50,Unknown,Choice Taxi Association,42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
000bcf38cd0000434395beb53ee83ccd4edd7d6a,515a5fcb417171d67de71f2e8f380c1d6587dce8fbfc1bbdffe56fa7eb4c8b399fc0f7de5d1db05daea8602e70d29e0c147e5eb7806dc97b8679337271dd8985,01/20/2024 10:15:00 AM,01/20/2024 10:30:00 AM,514,1.05,17031081300,17031081800,8,8,9.00,2.22,0.00,0.00,11.22,Mobile,City Service,41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
000be8f6aaa1fa94932fd3c938c63ae91f44b2d6,c3ddd11fcfdecc050d52c55e4803fe0795be73d4626aaaaf362857d7e6564c8ffc88cb766846b4b88d262d6654a17f34b9f4d760bc1662f8d6d838e8cb10878b,01/27/2024 01:45:00 PM,01/27/2024 02:00:00 PM,1644,21.01,,,76,,51.25,0.00,0.00,33.00,84.75,Credit Card,5 Star Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
000c52bf82c6f41e0da6c1678497c562c1a624f9,e0b3e1e1ca6320c46aa1688ef894aeae326f89ae0de0f47c6327e5907f4d64a4c1358789f62d4a0b132d0deae7dd9532b8fb29f5efed4da2df77a0ff0fa64bf8,01/14/2024 06:00:00 PM,01/14/2024 06:15:00 PM,1440,16.9,,,76,8,41.25,9.30,0.00,5.00,55.55,Credit Card,Chicago City Taxi Association,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
000c59ee108ddc430e012d9ac25725ec0ef0f8b6,d28caa64f4e58307944cca8fac608e21e5abe79afdd1af7c790171e660fe5fd08a2fc2e60a47778e33ccb4f9d786c2bef78823af193a330f4d38e29202e27cb1,01/26/2024 10:30:00 AM,01/26/2024 11:00:00 AM,1399,0,,,,,10.75,0.00,0.00,0.00,10.75,Cash,Globe Taxi,,,,,,
000c63d4a735998f14be34a0fd579ebc35be2313,6c862bc95ea06a072a03b188ee3f78cadbfdcffdfe64bd90514563cd31352ad477ede709ea8ad124cdd7e445fc7e1d1b807ca07f6b9f132a8b72694b7de6c782,01/07/2024 10:00:00 AM,01/07/2024 10:30:00 AM,1092,14.7,,,3,42,51.56,0.00,0.00,0.00,51.56,Cash,Flash Cab,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.77887686,-87.594925439,POINT (-87.5949254391 41.7788768603)
000caed31956aa2603a6013c343599c22b422825,99581bb3b95a57c5b93a1e80bf29a254cd0a4635a0bc9730abf1e4353688ae22acef25d358df9e8c482cc14881b382cd9b366dfe020e5e2fbc9ec8c0e9486a1b,01/03/2024 05:15:00 PM,01/03/2024 05:15:00 PM,245,0.44,17031839100,17031281900,32,28,4.75,0.00,0.00,0.00,4.75,Cash,Flash Cab,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844)
000cb3f5a0e58dadb8b4f2ded8555b62eefab7bb,80919866bf50fd1163efd329eb8a9fdf198fda2465473a58ecb720b45e5a6b95cca6ba0d8f7a1b2f7b4a56b4e34a4ec0c5399c40e3bc4e05b4ec60d9810c12c5,01/25/2024 10:30:00 AM,01/25/2024 11:00:00 AM,1516,13.46,,,41,64,33.32,3.00,0.00,0.00,36.32,Mobile,Blue Ribbon Taxi Association,41.794090253,-87.592310855,POINT (-87.592310855 41.794090253),41.779582888,-87.768510849,POINT (-87.768510849 41.7795828877)
000ccbd6b66cf618f9a6967fd2a4bf33b5966053,5732bb53e9becb096e11b52228bb5079a585622bd15b745b5951f8ae0fa018ac511f3faf0863a9e890c5b8be5a601b6ee2e6301404137fa406855840ef83d45c,01/25/2024 07:00:00 PM,01/25/2024 07:00:00 PM,660,1.7,,,56,,8.75,3.55,0.00,5.00,17.30,Credit Card,Taxi Affiliation Services,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),,,
000d264c7bf50cabb522421de2798278f1642c37,f4275d08eb48c554a46a407ad6cd014d5f1442eb1fb68d78c698d438733b8f1e1ce11faa9bd5a6c1a01308d0bb402dbab61ff52967f276a44437092115e3c834,01/23/2024 10:30:00 AM,01/23/2024 11:00:00 AM,2217,10.16,,,77,24,29.75,0.00,0.00,0.00,29.75,Prcard,Flash Cab,41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
000d69dfd4cb495f7561377bf0463c0b800b8c86,1f041942ef7c61fea34c62c89aea8231e4277ca158d54ef1a738be59f3099e32f7f6626f22cdd82e425bdff13f179feb3f1b12f34b8c1addd999239551c17d2d,01/11/2024 04:15:00 PM,01/11/2024 04:15:00 PM,200,0,17031839100,17031320100,32,32,9.00,2.22,0.00,0.00,11.22,Mobile,Flash Cab,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
000d706a1605a81c034911d32e6c3e640659c385,50830227aed598db9224fd213c762cc12eaa89e073c466b742059d1cd1848578c62b74577dc1798e32f15dba71eecd36c2e737bd37b892866632f7c8a9c815b3,01/01/2024 05:45:00 PM,01/01/2024 06:00:00 PM,785,4.24,,,7,32,14.00,2.90,0.00,0.00,17.40,Credit Card,Sun Taxi,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
000d711f21125b37ecb74ffceeba61da383d5669,f621299fa67bd8263e781be39bd954acda79ca9c95884949a24a35f09eec2160377ccf61c4a510b49b3fa6e40de8259c40d6f34611ef283976cb3b8cf8985bc0,01/10/2024 05:45:00 AM,01/10/2024 05:45:00 AM,290,0.89,,,32,28,5.75,0.00,0.00,0.00,5.75,Cash,Sun Taxi,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
000db4d99e7d186f622addf5386478dfe4eebdd0,520ceeda508661c3d09a4d7b85c955a6c971d0cca9c10936450315bf07cfc7f0c334d10f0d2be8d8ba66d4887381ef8b8835156c66b214d1ebd25a3578eda23f,01/28/2024 03:45:00 AM,01/28/2024 03:45:00 AM,2,0,,,77,77,60.00,12.10,0.00,0.00,72.60,Credit Card,Flash Cab,41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
000de8c27646bd3fb7897a34cff6f7be4eb0ef72,ee8c4cb9eb10dcb967d64305ca79a9068dbf0b5b12f3ec2968e4eaf4d743ed7e8472c8f85c08f0b789dcbcce33f62da5a281c4c741fdc5764b0bb602c332bfef,01/24/2024 10:45:00 AM,01/24/2024 11:00:00 AM,1246,10.85,,,77,35,28.50,0.00,0.00,0.00,28.50,Prcard,Flash Cab,41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999),41.835117986,-87.618677767,POINT (-87.6186777673 41.8351179863)
000e6062c922c79955fc520f691bcfab8f6f9ac1,66d3807bc1b0bcf7c3b90c19f7c13356cdd60995199804afe2355e2736bf4a56d616f7f783596da3bdcb6b755c43d8b26818486f213604c04b6ebbcd9b99abc8,01/24/2024 04:30:00 PM,01/24/2024 04:45:00 PM,956,4.03,,,8,6,14.00,0.00,0.00,0.00,14.00,Cash,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
000e69c3204b3a03dd2f7e40d4db543b20ddd163,1faf91220a6cf3f0796171853d220b94ea854732990c5674ae519cfa76806973dc8ff011cec176172e51e2622a8edb6c619ddc30fe5a4a0c1e6f58d46d948644,01/04/2024 05:30:00 PM,01/04/2024 06:15:00 PM,2871,18.32,,,76,32,46.00,0.00,0.00,5.00,51.00,Cash,Chicago Independents,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
